_ t h	0.0270386266094421
i l l	0.0133047210300429
t h e	0.0128755364806867
h e _	0.0124463519313305
l e r	0.011587982832618
l l e	0.011587982832618
_ y o	0.0111587982832618
y o u	0.0111587982832618
i g h	0.0107296137339056
g h t	0.0103004291845494
h r i	0.0103004291845494
r i l	0.0103004291845494
o u _	0.00944206008583691
t h r	0.00944206008583691
n d _	0.00858369098712446
e _ t	0.00815450643776824
r e _	0.00815450643776824
e r _	0.00772532188841202
_ t o	0.00729613733905579
i s _	0.00686695278969957
e r ,	0.00643776824034335
n i g	0.00643776824034335
r , _	0.00643776824034335
a n d	0.00600858369098712
\n T h	0.0055793991416309
, _ t	0.0055793991416309
h t \n	0.00515021459227468
t _ t	0.00515021459227468
\n Y o	0.00472103004291845
_ a n	0.00472103004291845
Y o u	0.00472103004291845
e _ a	0.00472103004291845
l l _	0.00472103004291845
o u r	0.00472103004291845
s _ t	0.00472103004291845
t o _	0.00472103004291845
h t _	0.00429184549356223
r _ n	0.00429184549356223
u r _	0.00429184549356223
_ i n	0.00386266094420601
_ i s	0.00386266094420601
_ n i	0.00386266094420601
n _ t	0.00386266094420601
o r _	0.00386266094420601
_ f o	0.00343347639484979
_ o f	0.00343347639484979
_ s t	0.00343347639484979
' s _	0.00343347639484979
T h e	0.00343347639484979
h o u	0.00343347639484979
