_ t h	0.0297349709114415
t h e	0.0277957336780866
h e _	0.0271493212669683
_ y o	0.0135746606334842
o u _	0.0135746606334842
y o u	0.0135746606334842
l l _	0.0116354234001293
_ w i	0.0096961861667744
e r _	0.00904977375565611
_ o f	0.00840336134453781
e _ w	0.00840336134453781
o f _	0.00840336134453781
_ a l	0.00775694893341952
a l l	0.00775694893341952
n d _	0.00775694893341952
s _ o	0.00775694893341952
t h _	0.00775694893341952
_ c o	0.00711053652230123
f _ t	0.00711053652230123
v e r	0.00711053652230123
a i n	0.00646412411118293
d _ t	0.00646412411118293
e v e	0.00646412411118293
h _ a	0.00646412411118293
l _ t	0.00646412411118293
a n _	0.00581771170006464
e _ c	0.00581771170006464
i t h	0.00581771170006464
r e _	0.00581771170006464
w i t	0.00581771170006464
_ n e	0.00517129928894635
_ w h	0.00517129928894635
a n d	0.00517129928894635
e a r	0.00517129928894635
_ a _	0.00452488687782805
n _ y	0.00452488687782805
t _ w	0.00452488687782805
\n C a	0.00387847446670976
_ a n	0.00387847446670976
_ a r	0.00387847446670976
_ e a	0.00387847446670976
_ h e	0.00387847446670976
_ m o	0.00387847446670976
_ p a	0.00387847446670976
_ t o	0.00387847446670976
C a n	0.00387847446670976
c o l	0.00387847446670976
e s _	0.00387847446670976
i n d	0.00387847446670976
i n g	0.00387847446670976
