h e _	0.0215946843853821
_ h e	0.0149501661129568
_ t h	0.0149501661129568
_ h i	0.0132890365448505
h i s	0.0116279069767442
e r _	0.010797342192691
i s _	0.010797342192691
t h e	0.010797342192691
h e r	0.00996677740863787
_ t o	0.00830564784053156
e _ t	0.00830564784053156
t o _	0.00830564784053156
n d _	0.00747508305647841
u t _	0.00747508305647841
_ a _	0.00664451827242525
g e t	0.00581395348837209
t h _	0.00581395348837209
_ d r	0.00498338870431894
_ g e	0.00498338870431894
_ s h	0.00498338870431894
d _ h	0.00498338870431894
e d _	0.00498338870431894
e t _	0.00498338870431894
h i m	0.00498338870431894
i m _	0.00498338870431894
l e _	0.00498338870431894
n k _	0.00498338870431894
t _ h	0.00498338870431894
_ a n	0.00415282392026578
_ b u	0.00415282392026578
_ l i	0.00415282392026578
_ o f	0.00415282392026578
_ p u	0.00415282392026578
_ t i	0.00415282392026578
_ w h	0.00415282392026578
a t _	0.00415282392026578
d _ t	0.00415282392026578
e _ p	0.00415282392026578
i l l	0.00415282392026578
o _ h	0.00415282392026578
s _ s	0.00415282392026578
t _ t	0.00415282392026578
\n T h	0.00332225913621262
\n W e	0.00332225913621262
_ a w	0.00332225913621262
_ f o	0.00332225913621262
_ t r	0.00332225913621262
_ w i	0.00332225913621262
S h e	0.00332225913621262
W e _	0.00332225913621262
