_ y o	0.022093023255814
y o u	0.022093023255814
_ I _	0.0174418604651163
e r y	0.0174418604651163
v e r	0.0174418604651163
u t _	0.0162790697674419
h a t	0.0151162790697674
_ h a	0.013953488372093
_ a b	0.0127906976744186
a b o	0.0127906976744186
a t e	0.0127906976744186
b o u	0.0127906976744186
h i n	0.0127906976744186
o u t	0.0127906976744186
t h i	0.0127906976744186
_ e v	0.0116279069767442
I _ h	0.0116279069767442
e v e	0.0116279069767442
i n g	0.0116279069767442
\n I _	0.0104651162790698
n g _	0.0104651162790698
o u _	0.0104651162790698
_ d o	0.00930232558139535
_ l o	0.00930232558139535
_ t h	0.00930232558139535
d o _	0.00930232558139535
l o v	0.00930232558139535
o v e	0.00930232558139535
r y _	0.00930232558139535
t e _	0.00930232558139535
v e _	0.00930232558139535
\n W h	0.00813953488372093
W h y	0.00813953488372093
e _ e	0.00813953488372093
g _ a	0.00813953488372093
h y _	0.00813953488372093
r y t	0.00813953488372093
t _ y	0.00813953488372093
y _ d	0.00813953488372093
y t h	0.00813953488372093
I _ l	0.00697674418604651
a k e	0.00697674418604651
e _ y	0.00697674418604651
e t \n	0.00697674418604651
k e \n	0.00697674418604651
o _ I	0.00697674418604651
o u \n	0.00697674418604651
o u ?	0.00697674418604651
t _ I	0.00697674418604651
u \n W	0.00697674418604651
