_ t h	0.0161741946885397
t h e	0.0133515224183143
r e e	0.0110225225769793
. _ \n	0.0108150367128267
f r e	0.00964130710736607
_ f r	0.00964130710736607
h e _	0.00893746590203385
_ I _	0.00865053454832459
e l _	0.00759668508287295
e e l	0.00759668508287295
f e e	0.0069060773480663
I _ f	0.0069060773480663
l _ f	0.0069060773480663
_ f e	0.0069060773480663
_ c a	0.0067266955930834
e , _	0.00621546961325965
, _ \n	0.00603758580277917
c a n	0.005738621415417
_ t o	0.00554592762832025
e e ,	0.00552486187845305
, _ I	0.00483425414364641
_ \n I	0.00483425414364641
\n I _	0.00483425414364641
_ y o	0.00464436857717646
y o u	0.00464436857717646
_ w a	0.00414364640883978
e _ s	0.00414364640883978
h , _	0.00414364640883978
r e _	0.00414364640883978
_ d o	0.00414364640883978
e . _	0.00405844155844155
r d _	0.0037878787878788
o u _	0.00367793116015217
t _ c	0.00351731601731602
n d _	0.00348367168320669
t s _	0.00345303867403315
_ o n	0.00345303867403315
g h _	0.00345303867403315
, _ a	0.00345303867403315
o u g	0.00345303867403315
h o u	0.00345303867403315
e _ t	0.00345303867403315
_ \n T	0.00345303867403315
_ a h	0.00345303867403315
\n T h	0.00345303867403315
m y _	0.00345303867403315
u g h	0.00345303867403315
a h ,	0.00345303867403315
_ m y	0.00345303867403315
_ c r	0.00345303867403315
