_ t h	0.0173084822465458
h e _	0.0166655177906897
t h e	0.0160135684560455
_ o n	0.00823353293413175
b e _	0.00791606730332595
h o _	0.00782048468508009
o n e	0.00711077844311375
e _ o	0.00711077844311375
r e _	0.0066391176982077
_ w e	0.00543794267277793
I ' m	0.00523952095808385
_ I '	0.00523952095808385
y b e	0.00523952095808385
M a y	0.00523952095808385
' m _	0.00523952095808385
a y b	0.00523952095808385
m _ t	0.00523952095808385
e _ I	0.00523952095808385
_ w h	0.00486526946107785
e _ w	0.00486526946107785
\n M a	0.00486526946107785
' r e	0.00391330997886944
_ i s	0.00374251497005988
n e _	0.00374251497005988
i s _	0.00374251497005988
n d _	0.00337347242747698
o _ i	0.00336826347305389
s _ t	0.00336826347305389
w h o	0.00336826347305389
_ i t	0.00334620712323621
i n g	0.00332495846415627
n g _	0.00332297780054548
i n _	0.0029940119760479
n e \n	0.0029940119760479
_ b e	0.00273836685159722
a z y	0.0026733356329769
r a z	0.0026733356329769
e _ s	0.00261976047904192
i z o	0.00261976047904192
_ p s	0.00261976047904192
n i c	0.00261976047904192
r e n	0.00261976047904192
e a h	0.00261976047904192
e \n M	0.00261976047904192
h r e	0.00261976047904192
p s y	0.00261976047904192
i c _	0.00261976047904192
_ y o	0.00261976047904192
c _ p	0.00261976047904192
e n _	0.00261976047904192
